id,zotero_link,year,title
4242,FUDM6GWB,2019,Was there Ever an Axial Age?
4243,3PTK54Z3,2020,Chariotry and Prone Burials: Reassessing Late Shang China’s Relationship with Its Northern Neighbours
4244,3WX2XGJH,2014,"The City and the City: Race, Nationalism, and Architecture in Early Twentieth-Century Bangkok"
4245,KET4NA6Q,2005,The Emergence of Modern Southeast Asia: A New History
4246,FVDASFPF,2014,A History of Thailand
4247,JNFN4ERB,2000,The Fall of Ayutthaya: A Reassessment
4248,FC8NP9DK,2016,Kromluang Yothathep: King Narai’s Daughter and Ayutthaya Court Intrigue
4250,7AUVLEH6,2009,"Moral Order in a Time of Damnation: The ""Hikayat Patani"" in Historical Context"
4251,YYIESICH,1984,A political history of Siam under the Prasatthong Dynasty 1629-1688
4252,FSSKIAVU,2002,Bringing ritual to mind: Psychological foundations of cultural forms
4253,5IUSPV5V,1967,Ethnographic Atlas: A summary
4254,UAGQPC8P,2015,Religion and morality
4255,7PR3TTMM,2014,Big Gods in review: introducing Ara Norenzayan and his critics
4256,ZB7Z2MM2,2018,"The wrath of the academics: criticisms, applications, and extensions of the supernatural punishment hypothesis"
4257,T8T77ZFI,2015,Big questions about Big Gods: response and discussion
4258,GYV76E7B,2016,The cultural evolution of prosocial religions
4259,Q78W2FIS,2015,Increased affluence explains the emergence of ascetic wisdoms and moralizing religions
4260,59F97HHW,2019,Religious belief and cooperation: a view from Viking-Age Scandinavia
4261,BH9M5W8B,2017,Cultural macroevolution matters
4262,EQ4VR99F,2015,Broad supernatural punishment but not moralizing high gods precede the evolution of political complexity in Austronesia
4263,B4SN8PSQ,2012,Subsistence and the evolution of religion
4264,DGJCKWEH,2003,Belief in moralizing gods
4265,42ZUBUU6,2014,The ecology of religious beliefs
4266,TYYJPC8L,2016,Religious priming: A meta-analysis with a focus on prosociality
4267,7CI2Z4DJ,2008,The origin and evolution of religious prosociality
4268,T836AIN9,2010,"Markets, religion, community size, and the evolution of fairness and punishment"
4269,JDXCN6Q7,2011,Religion in human evolution: From the Paleolithic to the Axial Age
4270,4MD7N3RN,1871,The descent of man
4271,5YICALRY,2019,Treatment of missing data determines conclusions regarding moralizing gods
4272,IFJ7XJLB,2019,Treatment of missing data determines conclusions regarding moralizing gods
4273,2YBZJBFY,2017,China and the steppe: reception and resistance
4274,ATBQP9LB,2018,"Social diversity, social identity, and the emergence of surplus in the western central European Neolithic"
4275,2WGF9UFV,1981,History of South East Asia
4276,5RIK2EQ6,1983,"Monarchs, Rulers, Dynasties, and Kingdoms of the World"
4277,7N3PNVCB,2015,"World monarchies and dynasties. Volume 1-3, A-Z"
4278,RKRHHKX8,2013,Alexander the Great and the Seleucids in Iran
4279,KKPI36Z4,1975,The Indianized States of Southeast Asia
4280,Z3ERH5YQ,2010,Journey Through the Afterlife: Ancient Egyptian Book of the Dead
4281,465LQU8Q,2001,The Civilization of Angkor
4282,XH38WEW5,2011,A history of ancient Egypt
4283,WG546NK7,2003,Angkor and the Khmer Civilization
4284,T8XIHRM9,1963,Angkor: an introduction
4285,NKV35RCC,2008,Lost Goddesses: The Denial of Female Power in Cambodian History
4286,MCK4HC4T,2010,Culture and Customs of the Hmong
4287,597VZGRC,2003,"Hmong American concepts of health, healing, and conventional medicine"
4288,3UWWADJS,2007,The Enemy Within: Loyalists and the War against Mau Mau in Kenya
4289,8TWNPDA5,2020,Tacky's Revolt: The Story of an Atlantic Slave War
4290,X6LP57HS,1993,The Patriots and the People: The Rebellion of 1837 in Rural Lower Canada
4291,AKIFN6WR,2008,Repression and Rebellion: Britain's Response to the Arab Revolt in Palestine of 1936–39
4292,CLSUKQ6G,1993,The Williamite War 1689-91
4293,L7YKMTH7,1994,Killiecrankie and the Evolution of Highland Warfare
4294,IESYQMP4,2019,Jacobite Rebellions (1689–1746)
4295,C5N6SJXZ,2001,UK Battlefields Resource Centre - Stuart Uprisings - Monmouth's Rebellion - The Campaign
4296,AZR2DPH3,2000,James II
4297,B5U9U3LP,1985,Covert Content in Codices Borgia and Nuttall
4298,QEAPXUIF,2021,Evolving institutions for collective action by selective imitation and self-interested design
4299,E7I7E8XJ,2021,"The dynamics of cooperation, power, and inequality in a group-structured society"
4300,Z97E4U3F,2015,Ghūrids
4301,W4X45Z62,2020,"Purpose, Belief and Political Action in the Sierra Nevada de Santa Marta"
4302,JVA8JK8J,2014,"Spirit cults and Buddhist practice in Kep Province, Cambodia"
4303,WLGA3R2G,2019,Chthonic Sovereigns? ‘Neak Ta’ in a Cambodian Village
4304,FQHBCJID,1900,Notes sur les coutumes et croyances superstitieuses des Cambodgiens
4305,UFDGHT77,1989,"Mesoamerica after the decline of Teotihuacan, A.D. 700-900"
4307,BW4PTWS7,2011,"The Legs of the Throne: Kings, Elites, and Subjects in Sasanian Iran"
4308,IG35FJMR,2012,The Mongols in Iran
4309,VBHFPW42,2009,The Decline and Fall of the Mongol Empire
4310,HT4329NG,2016,"Power, Politics, and Tradition in the Mongol Empire and the Ilkhanate of Iran"
4311,4GEU92A3,2007,The Decline of the Ilkhanate and the Mamluk Sultanate's Eastern Frontier
4312,X9XYAYXQ,2016,Türk Khaganate
4313,KB5926SZ,2018,Climate extremes and the Eastern Turkic Empire in Central Asia
4314,H9JPTNZX,2020,"Rediscovering Democracy: A Review of The Decline and Rise of Democracy: A Global History from Antiquity to Today by David Stasavage (Princeton University Press, 2020)"
4315,ABKQ9CUN,2020,"The Great Escape: A Review Essay on Escape from Rome: The Failure of Empire and the Road to Prosperity by Walter Scheidel (Princeton University Press, 2019)"
4316,QZVVPH64,2000,Essays on the Great Depression
4317,GJG4M3DC,2005,The state at war in South Asia
4318,SGDQHGCW,2000,"The great depression in Europe, 1929-1939"
4319,WC87M5PW,1989,Rome in the Fifth Century I: The Social and Economic Framework
4320,WLJ9I44Z,2015,SPQR: A History of Ancient Rome
4321,V6ABIXX2,1965,Hannibal's Legacy: The Hannibalic War's Effects on Roman Life
4322,MYI9C6U8,2021,What Was the U.S. GDP Then?
4323,LAA3TH5R,2015,An Introduction to the Archaeology of Ancient Egypt
4324,YADK8H8M,2005,From Tribal Confederation to Empire: The Evolution of the Rouran Society
4325,EEK68NES,2006,The plague pandemic and Slavic expansion in the 6th–8th centuries
4326,P9F9ZA42,2017,A History of Ayutthaya
4327,JUHMECUZ,2008,"Demographic Disequilibrium in Early Twentieth Century Thailand: Falling Mortality, Rising Fertility, or Both?"
4328,Y6PE5AT2,2012,Toward an Historical Demography of Thailand
4329,YHV2UGKV,2018,Reconfiguring Kingdoms: The end of Angkor and the emergence of Early Modern period Cambodia
4330,45N8RDK6,2019,"Temple occupation and the tempo of collapse at Angkor Wat, Cambodia"
4331,TJU5QW8Z,2015,A Reassessment of the Decline of the Khmer Empire
4332,NC3EGS4C,2019,"Geoarchaeological evidence from Angkor, Cambodia, reveals a gradual decline rather than a catastrophic 15th-century collapse"
4333,L8TC8ITM,2020,Inca Apocalypse: The Spanish Conquest and the Transformation of the Andean World
4334,TTA56PEH,2007,Witnessing the In-visibility of Inca Architecture in Colonial Peru
4335,KLIL8FLV,2006,The Inca Civil War and the Establishment of Spanish Power in Peru
4336,JXPERJU6,2004,"Demographic Collapse: Indian Peru, 1520-1620"
4337,QVUPPX95,2005,Demographic-Structural Analysis of Socioeconomic History of Russia. The Late 15th–the Early 20th Centuries
4338,9JCE8SLV,1973,The Emancipation of Russian Nobility 1762–1785
4339,ZRXG5Z3E,2015,"Emancipation of Russian Nobility, 1762-1785"
4340,56J6CK6C,1985,Nobility and privilege in late imperial Russia
4341,NYDM24TR,2004,An anthropometric approach to considering the wellbeing of the Russian population in the XVIIIth century-Discussion and debate
4342,HXDYPJAK,2000,The Roman Period (30 BC–AD 311)
4343,MZBY4RPD,2000,The Ptolemaic Period (c.1650–1550 BC)
4344,SYGELN5P,2012,Age and Health
4345,XC9QFSUC,1999,New approaches to old problems: The well-being of the population of Russia from 1821 to 1910 as measured by physical stature
4346,AD87PTKR,2000,The Third Intermediate Period (c.1069–664 BC)
4347,SWVGDRZL,2000,The Second Intermediate Period (c.1650–1550 BC)
4348,B2BSIJ5T,1997,"The Political Situation in Egypt During the Second Intermediate Period, C. 1800-1550 B.C."
4349,YU5NM6NW,2001,"The abolition of serfdom in Russia, 1762-1907"
4350,E4925EAP,1994,"Russia's Great Reforms, 1855-1881"
4351,HJAU4G22,2020,The dark side of consensus in Tunisia: Lessons from 2015-2019
4352,8MHN3PEC,2007,"Droughts, Famine and the Collapse of the Old Kingdom: Re-Reading Ipuwer"
4353,2DEIAY5P,2016,The Persian Empire: A Historical Encyclopedia
4354,JMQNNLW6,2009,Alexander's Conquest of Asia
4355,G7PG9V7J,2011,Alexander the Great: A New History
4356,QEL5B55K,2009,"The Diadochi, or Successors to Alexander"
4357,BDH7FWTZ,1991,The Life of a Text: Performing the Rāmcaritmānas of Tulsidas
4358,2WSPYPSB,2019,The ecological drivers of variation in global language diversity
4359,FADX6728,2014,"Testing Theories of American Politics: Elites, Interest Groups, and Average Citizens"
4360,QTWBTS2G,1983,The Seleucid Period
4362,UXXPYQH8,2009,Sennacherib and the Angry Gods of Babylon and Israel
4363,HP9KG4N9,2019,Role of climate in the rise and fall of the Neo-Assyrian Empire
4364,WFTARY64,2014,“No harvest was reaped”: demographic and climatic factors in the decline of the Neo-Assyrian Empire
4365,YXPF9GWM,2013,Muromachi Bakufu (1338–1573)
4366,YGABLTMZ,1998,The age of mass migration: Causes and economic impact
4367,QBSN8VRF,2020,Retelling the History of the Sengoku Period and the Era Name System: The Year in Japan
4368,UIAF7X6E,2009,Japan to 1600: A Social and Economic History
4369,PU6THLEY,2010,"Martial races: the military, race and masculinity in British imperial culture, 1857-1914"
4370,SYELEL5K,2018,The public finances: a historical overview
4371,AC2HZTFS,1974,"The size and composition of the Oxford student body, 1580–1910"
4372,HSFD3NYG,1993,"The secular trend in the biological standard of living in the United Kingdom, 1730‐1860 1"
4373,YQEFK6VN,1995,Cholera epidemics in the Ottoman Empire during 1910-1913 and relevant events
4374,KLMSK3PQ,2009,"The History of a ""Primary Source"": The Making of Tûghî's Chronicle on the Regicide of Osman II"
4375,BKSNAA59,2010,Rethinking Disease in Ottoman History
4376,BTZP4DFH,1998,Shrinking in a Growing Economy? The Mystery of Physical Stature during the Industrial Revolution
4377,DQ2RWIYG,2015,"Popular Contention in Great Britain, 1758-1834"
4378,A4HBITZC,2000,"Revolutionary Britannia? reflections on the threat of revolution in Britain, 1789-1848"
4379,E7HZZCJP,1973,History of England
4380,RE29CFTY,2005,"Civil War: The Wars of the Three Kingdoms, 1638-1660"
4381,XAKU9HEK,2013,Chartism: A new history
4382,CNVUJV23,1984,King Charles I
4383,F644J5G4,2006,"The Constitutionalist Revolution: An Essay on the History of England, 1450–1642"
4384,RJ7P862V,2020,Indebted demand
4385,QKE86AUQ,1998,Making Capitalism Without Capitalists: Class Formation and Elite Struggles in Post-communist Central Europe
4386,LIQ7M54G,1977,Iban migration: patterns of mobility and employment in the 20th century
4387,IC3NX4FM,1955,"Report on the Iban of Sarawak, Vol. 1: Iban social organization"
4388,T5XID7XR,2012,"Samnite Economy and the Competitive Environment of Italy, 5th - 3rd C. BC."
4389,5DJQQELS,2021,Survival of the Systems
4390,X6QQP4KF,2006,The demography of Roman state formation in Italy
4391,X66UDI3W,2005,The Integration of the Plebeians into the Political Order After 366 B.C.
4392,I5FERAS8,2005,From Protection and Defense to Offense and Participation: Stages in the Conflict of the Orders
4393,IHFT65EL,2005,Social Struggles in Archaic Rome: new perspectives on the Conflict of the Orders (Expanded and Updated Edition)
4394,ZBRT3MBZ,2008,"Treaties, allies and the Roman conquest of Italy"
4395,EKTXAVVG,1985,"War and Imperialism in Republican Rome, 327-70 B.C."
4396,QBJPULLC,2016,War and Society in Early Rome
4397,3Y9XXXRJ,2021,A phylogenetic analysis of revolution and afterlife beliefs
4398,2MCNM9QZ,2003,"Strange parallels: Volume 1, Integration on the mainland: Southeast Asia in global context, c. 800–1830"
4399,QKQQP3MF,2003,"Strange Parallels: Volume 2, Mainland Mirrors: Europe, Japan, China, South Asia, and the Islands: Southeast Asia in Global Context, C. 800-1830"
4400,6A449NVY,2020,Moral-Language Use by U.S. Political Elites
4401,XQQED9HL,2020,Political psychology in the digital (mis)information age: A model of news belief and sharing
4402,NZ7QPRMY,2018,The emergence of premodern states: new perspectives on the development of complex societies
4403,YY5PYP4E,2020,Political sectarianism in America
4404,2PB6XZJP,2008,The century of reform
4405,MJY97SY3,2019,Buddhism and Medicine in Japan: A Topical Survey (500–1600 CE) of a Complex Relationship
4406,66A6GLSM,2007,"Himiko and Japan's Elusive Chiefdom of Yamatai: Archaeology, History, and Mythology"
4407,8NEJD7PC,1947,Report On An Investigation Of The Miao Of Western Hunan
4408,PWC73AFB,2020,The effect of social balance on social fragmentation
4409,9I4ZQEYH,2018,Achsenzeit: Eine Archäologie der Moderne
4410,TKJPA7DF,1988,Male Anxiety and Female Chastity: A Comparative Study of Chinese Ethical Values in Ming-Chʻing Times
4411,VSPPKQNS,1993,The Religious and Historical Landscape.
4412,YXT4R3GA,2013,解禁中的人權: 中國大陸人權研究
4413,9DLMFELL,2001,Perpetual Happiness: The Ming Emperor Yongle
4414,J2WVZ8TK,2005,"""What we didn’t understand”: A history of Chinese death ritual in China and California"
4415,QBW46RZG,1982,Tomb Ceramics: The Spirit of the Living
4416,KTDCNKGC,2007,A biographical dictionary of Later Han to the Three Kingdoms (23-220 AD)
4417,NV6TVD3K,1956,"Science and Civilisation in China, vol. 2: History of Scientific Thought"
4418,DCV7XFSC,2002,"To become a god: cosmology, sacrifice, and self-divinization in early China"
4419,IQU9DGGB,2009,Yangshe Cemetery of the Jin Marquis in Quwo
4420,9U57R2DS,2000,Ritual and Mythology of the Chinese Triads: Creating an Identity
4421,AEZWUJHF,1999,"The Waning of the Bronze Age: Material Culture and Social Developments, 770–481 B.C."
4422,L74GVN4B,1990,Sanctioned Violence in Early China
4423,47WH8HAY,2005,Moonshine and millet: Feasting and purification rituals in ancient China
4424,PFM2PBZN,2013,China in the early Bronze Age: Shang civilization
4425,3A4RGSG2,1996,The Qiang and the Question of Human Sacrifice in the Late Shang Period
4426,KGU8UN2Q,1999,Shang archaeology
4427,I3D85NN9,2013,"The Longshan culture in central Henan province, c. 2600–1900 BC"
4428,G6J58ENC,1999,Longshan-era urbanism: The role of cities in predynastic China
4429,UVQF6WW7,2015,"Religion, Violence, and Emotion: Modes of Religiosity in the Neolithic and Bronze Age of Northern China"
4430,KFDBU7IQ,1990,我国新石器时代对“稷”神的祭祀 [China’s Neolithic “Ji” sacrifice]
4431,U7QGEWGQ,1906,Kumiss festivals of the Yakut and the decoration of kumiss vessels
4432,XHABCZS7,2018,Archaeologists find human sacrificial pit in N China's Inner Mongolia
4433,KTIHB2CH,2019,Large architectural base remains and sacrificial pits found in the palace of Upper Capital from Liao Dynasty
4434,7PMQRGNH,1949,"History of Chinese Society: Liao, 907–1125"
4435,XIGJN3NR,2012,Inner Asian States and Empires: Theories and Synthesis
4436,3W8R43U6,2014,The Arab spring: A quantitative analysis
4437,IX6A7K9U,2017,Linking “Micro” to “Macro” Models of State Breakdown to Improve Methods for Political Forecasting
4438,WSDKLZ3H,2009,Manichaean Time-Management: Laymen Between Religious and Secular Duties
4439,PJR4XVD3,1990,The Uighurs
4440,5V5AKUAF,1996,Northern Nomads
4441,83FSAIWV,1996,"Sasanian Iran: Economy, Society, Arts and Crafts"
4442,GW9HWZPR,1994,Economy and Social System in Central Asia in the Kushan Age
4443,TQ433W8G,2007,Dyrestuiskii mogil’nik [The Dyrestui Cemetery]
4444,IN4T7ASX,2003,Historical dictionary of the Mongol world empire
4445,RMCRG9CQ,2009,The Mongols in Central Asia from Chinggis Khan's invasion to the rise of Temur: the Ogodeid and Chaghadaid realms
